Job_Title,Company,City,Salary,Description,Experience,Education,Skills
Not Mentioned,Not Mentioned,"Mumbai, Delhi / NCR, Bengaluru",Not disclosed,Preferred Skills : Exposure to Signal processing concepts and sensor data handling. Loc...,6-11 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate
Doctorate: Ph.D/Doctorate in Any Specialization","['Tensorflow', 'C++', 'DNN', 'Artificial Intelligence', 'Deep Learning', 'Sensor', 'Signal Processing', 'Python', 'algorithm design']"
Not Mentioned,Not Mentioned,Bengaluru,Not disclosed,5 - 5 years of relevant Machine Learning experience. . - B Tech from Tier-1 college i.e...,3-5 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate
Doctorate: Doctorate Not Required","['Data Science', 'Predictive Modeling', 'SciPy', 'Generative AI', 'Data Scientist', 'PySpark', 'Pandas', 'Statistical Modeling', 'Big Data', 'NumPy', 'Python']"
Not Mentioned,Not Mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,prudential corporation asia is looking for Senior Machine Learning Engineer to join our...,4-9 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['algorithms', 'python', 'modeling', 'natural language processing', 'neural networks', 'data pipeline', 'machine learning', 'artificial intelligence', 'scalability', 'deep learning', 'ml algorithms', 'predictive modeling', 'computer vision', 'troubleshooting', 'machine learning algorithms', 'ml']"
Not Mentioned,"Godaddy Operating Company, Llc","Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,"Mid-Level : 4+ years of experience, including 2+ years in machine learning or related f...",1-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer vision', 'Version control', 'orchestration', 'Django', 'Artificial Intelligence', 'Machine learning', 'Programming', 'Healthcare', 'E-commerce', 'Python']"
Not Mentioned,Not Mentioned,Delhi / NCR,Not disclosed,"Proficient in Python, TensorFlow, Pytorch, and other relevant ML librariesThis role req...",5-6 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Pytorch', 'computer vision', 'AI', 'Machine Learning Engineer', 'llm', 'Python', 'TensorFlow']"
Not Mentioned,Omnie Solutions,Noida,10-20 Lacs PA,. We are seeking a highly skilled and motivated Data Science & Machine Learning Develop...,3-7 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization","['Enterprise Search', 'chatbot', 'AI', 'cloud', 'Machine learning', 'AWS Lex', 'Conversational AI', 'vector', 'vector database', 'aws', 'ML', 'azure']"
Not Mentioned,Not Mentioned,"Noida, Gurugram",Not disclosed,Principal Data Scientist/Senior Data Scientist/Data Scientist - NLP/Machine LearningPri...,0-5 Yrs,Not Mentioned,"['ANN', 'deep learning', 'AI Modelling', 'CNN', 'NLP', 'RNN', 'Natural Language Processing', 'AI Data Modelling']"
Not Mentioned,Avalara,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,"   Join our dynamic team as  an  Engineer specializing in AI & Machine Learning, where ...",5-10 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer vision', 'Cloud computing', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Debugging', 'Conceptualization', 'Data structures', 'Python']"
Not Mentioned,Not Mentioned,Remote,35-45 Lacs PA,"Experience in programming skills in Python, Langchain and SQL is a mustPerform business...",10-20 Yrs,"Education
UG: Any Graduate","['prompt engineering', 'Generative AI', 'Machine Learning', 'Deep Learning', 'Numpy', 'Python']"
Not Mentioned,Not Mentioned,"Kolkata, Bengaluru, Delhi / NCR",Not disclosed,Educational Qualification : 15 years full time educationDesign and implement technology...,5-10 Yrs,"Education
UG: Any Graduate","['Power Bi', 'Artificial Intelligence', 'Natural Language Processing', 'Machine Learning Algorithms', 'Computer Vision', 'Deep Learning']"
Not Mentioned,Not Mentioned,Bengaluru,Not disclosed,"Good mathematical back ground and understanding of various concepts: Probability, Stati...",8-13 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate
Doctorate: Ph.D/Doctorate in Any Specialization","['Pytorch', 'C++', 'C', 'Git', 'version control systems', 'Python', 'TensorFlow']"
Not Mentioned,Not Mentioned,Bengaluru,Not disclosed,Experience/qualifications requirements :- 3 to 11+ years of experience.- MS/Phd in Comp...,3-8 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate
Doctorate: Ph.D/Doctorate in Any Specialization","['Java', 'C++', 'Data Scientist', 'Artificial Intelligence', 'Data Management', 'Algorithm', 'Data Structure', 'Python', 'Signal Processing']"
Not Mentioned,Not Mentioned,Bengaluru,Not disclosed,"- Hands on expertise in Artificial Intelligence, Machine Learning, Neural Networks, Hum...",3-8 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate
Doctorate: Ph.D/Doctorate in Any Specialization","['Java', 'Speech Recognition', 'C++', 'NLP', 'Data Structures', 'Computer Vision', 'Machine Learning', 'Python']"
Not Mentioned,Not Mentioned,"Noida, Pune, Bengaluru",6-16 Lacs PA,Preferred location- . DOB-. PAN Number-. Kindly acknowledge the mail for the confirmati...,4-9 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization
PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization, MBA/PGDM in Any Specialization",['Not Mentioned']
Not Mentioned,Not Mentioned,"Hybrid - Gurugram, Bengaluru, Delhi / NCR",25-40 Lacs PA,Role - ML Modeling Data Science/AnalyticsLocation -  Gurgaon/Bangalore Notice period- I...,4-9 Yrs,"Education
UG: Any Graduate","['Logistic Regression', 'Decision Tree', 'Naive Bayes', 'Xgboost', 'Linear Regression', 'Regression', 'Neural Networks', 'SVM', 'Random Forest']"
Not Mentioned,Nurture Agtech Limited,Bengaluru(Bellandur),25-32.5 Lacs PA,"About usnurture.farm aspires to bring technology, digitization and best scientific prac...",6-11 Yrs,Not Mentioned,['Not Mentioned']
Not Mentioned,Not Mentioned,"Hyderabad, Bengaluru",Not disclosed,Qualifications . A Bachelor or Master s degree with 6 years of experience within a star...,5-9 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Linux', 'Artificial Intelligence', 'Machine learning', 'Agile', 'Healthcare', 'Data quality', 'Scrum', 'SQL', 'Python']"
Not Mentioned,Not Mentioned,"Hyderabad, Bengaluru",Not disclosed,Qualifications . A Bachelor or Master s degree with 2 years of experience within a star...,2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['orchestration', 'Linux', 'Artificial Intelligence', 'Machine learning', 'Healthcare', 'Data quality', 'Natural language processing', 'SQL', 'Python']"
Not Mentioned,Not Mentioned,Bengaluru,Not disclosed,"About Cognite  Embark on a transformative journey with Cognite, a global SaaS forerunne...",3-5 Yrs,"Education
UG: B.Tech/B.E. in Production/Industrial
PG: LLM in Law","['Talent acquisition', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Natural language processing', 'Troubleshooting', 'microsoft', 'Python']"
Not Mentioned,Not Mentioned,Bengaluru,Not disclosed,"Bachelor s degree in computer science, data science, mathematics, or a related field At...",2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'Automation', 'Data modeling', 'Analytical', 'Artificial Intelligence', 'Consulting', 'Machine learning', 'Linguistics', 'Data structures', 'Python']"
Not Mentioned,Not Mentioned,Noida,Not disclosed," Position: AI & ML Lead - Conversational AI SystemRole Overview: As the AI & ML Lead, y...",6-11 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization","['Aws Cloud', 'Cloud', 'AWS']"
Not Mentioned,Paypal,Bengaluru,Not disclosed,As a Machine Learning Engineer you will be leading the India Seller Risk ML team.     Y...,5-9 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'data science', 'Coding', 'Risk assessment', 'Machine learning', 'Wellness', 'Data mining', 'Financial services', 'SQL', 'Python']"
Not Mentioned,Capgemini,Chennai,Not disclosed,The role of a machine learning professional involves applying machine learning techniqu...,4-8 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['python', 'data analysis', 'Linux', 'data structures']"
Not Mentioned,Not Mentioned,Remote,Not disclosed,Minimum Required: . BA Degree . Minimum of 5 years experience in . Advanced programming...,2-5 Yrs,"Education
UG: Any Graduate
PG: CA in CA","['Cloud computing', 'Data management', 'Data modeling', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Healthcare', 'Troubleshooting', 'Operations', 'Python']"
Not Mentioned,Purecode Software,Hyderabad,Not disclosed,build a must use developer tool for front-end engineers to build web software 100x fast...,3-5 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization
PG: LLM in Any Specialization
Doctorate: Doctorate Not Required","['ML Engineer', 'CometML', 'Docker', 'Mlflow', 'Machine Learning Operations', 'AI Researcher. ML Developer']"
Not Mentioned,EY,"Hybrid - Chennai, Bengaluru",Not disclosed,"JD Below : . Bachelors or Masters degree in a quantitative field (CS, machine learning,...",5-8 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization
PG: M.Tech in Any Specialization, MCA","['Predictive Modeling', 'Natural Language Processing', 'Statistical Modeling', 'Ml', 'Python', 'SQL', 'Predictive Analytics']"
Not Mentioned,Not Mentioned,Pune,20-32.5 Lacs PA,"  Dear Candidate, Warm greetings from Buzzworks!We are hiring Machine Learning Engineer...",6-11 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization","['Tensorflow', 'Pytorch', 'GCP', 'Vertex AI', 'Natural Language Processing', 'AWS', 'Deep Learning']"
Not Mentioned,Frontera Health ,"Hybrid - Panaji, Bengaluru, Delhi / NCR",15-30 Lacs PA, Job DescriptionWe seek a highly skilled Machine Learning Engineer to join our AI team ...,1-5 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization
PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization","['Pytorch', 'Algorithm Development', 'Cnn']"
Not Mentioned,Frontera health,"Hybrid - Panaji, Bengaluru, Delhi / NCR",25-40 Lacs PA,"Bachelors or Masters degree in Computer Science, Engineering, or a related fieldExperie...",4-9 Yrs,"Education
UG: B.Tech/B.E. in Computers
PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, Other Post Graduate","['Tensorflow', 'Pytorch', 'Code Writing', 'Computer Vision', 'Ml Algorithms', 'Code Versioning Tools']"
Not Mentioned,Merck,Bengaluru,Not disclosed,"Experience with LLM application development frameworks such as Langchain, LlamaIndex, H...",4-9 Yrs,"Education
UG: Any Graduate
PG: LLM in Law","['Version control', 'GIT', 'Machine learning', 'Agile', 'Application development', 'Open source', 'Information technology', 'Forecasting', 'Monitoring']"
Not Mentioned,Cardinal Health,Hybrid - Bengaluru,Not disclosed,Machine Learning EngineerDepartment OverviewAugmented Intelligence (AugIntel) builds au...,5-10 Yrs,"Education
UG: Any Graduate, B.Tech/B.E. in Any Specialization","['Tensorflow', 'Decision Tree', 'Concourse', 'Natural Language Processing', 'Bayesian', 'Neural Networks', 'Regression', 'Clustering', 'Jupiter Notebook', 'Jenkins', 'Gen AI', 'probability networks']"
Not Mentioned,Diageo,Bengaluru,Not disclosed,"Bachelor s or master s degree in computer science, data science, or a related field. 6 ...",6-8 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Analytical skills', 'data manipulation', 'spark', 'Machine learning', 'Agile', 'SEZ', 'big data', 'SQL', 'Python']"
Not Mentioned,Not Mentioned,Bengaluru,Not disclosed,"Bachelors degree in Computer Science, Information Technology or equivalent. 4-7+ years ...",4-7 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Delivery excellence', 'Architecture', 'Machine learning', 'Strategic planning', 'Information technology', 'Distribution system', 'Sustainable development', 'SQL', 'Python']"
Not Mentioned,Not Mentioned,"Pune, Bengaluru",Not disclosed,Experience Level: Mid . About Seva.Ai . Seva is an innovative digital platform designed...,4-6 Yrs,"Education
UG: Any Graduate","['Container', 'Artificial Intelligence', 'Natural Language Processing', 'Machine Learning', 'AWS', 'Deep Learning']"
Not Mentioned,Not Mentioned,Bengaluru,Not disclosed,Bachelors / Masters/Ph D in Computer Science / Data Science with 4+ years of practical ...,1-4 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'data science', 'Coding', 'Risk assessment', 'Machine learning', 'Wellness', 'Data mining', 'Financial services', 'SQL', 'Python']"
Not Mentioned,Nxtwave Disruptive Technologies,Hyderabad,Not disclosed,Position: Lead Curriculum Developer - Data Science & Machine LearningAbout NxtWave: Nxt...,4-8 Yrs,"Education
UG: B.Tech/B.E. in Computers","['Communication Skills', 'Artificial Intelligence', 'Trainer', 'Python']"
Not Mentioned,Not Mentioned,Bengaluru,Not disclosed,"Major responsibilities:- Use machine learning, data mining and statistical techniques t...",4-9 Yrs,"Education
UG: Any Graduate
PG: CS in Any Specialization
Doctorate: Ph.D/Doctorate in Any Specialization","['Java', 'C++', 'R', 'eCommerce', 'Data Scientist', 'Data Management', 'Perl', 'Machine Learning', 'MATLAB', 'Scripting']"
Not Mentioned,Not Mentioned,Gurugram,25-30 Lacs PA,"Must have exposure in Designing, Development and Deployment Machine learning Algorithms...",2-6 Yrs,"Education
UG: Any Graduate","['Tensorflow', 'Artificial Intelligence', 'Natural Language Processing', 'machine learning Developer', 'ML Developer', 'Ml Algorithms', 'Pytorch', 'Image Processing', 'Machine Learning Algorithms', 'Machine Programming']"
Not Mentioned,Numentica,Remote,Unpaid,Not Mentioned,Not Mentioned,"Education
UG: Any Graduate
PG: Any Postgraduate","['Training', 'Data analysis', 'Intern', 'Architecture', 'Machine learning', 'Data collection', 'model development', 'Testing']"
Not Mentioned,Capgemini,Hyderabad,Not disclosed,The role of a machine learning professional involves applying machine learning techniqu...,3-6 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['algorithms', 'data analysis', 'Machine Learning Engineer']"
Not Mentioned,Optisol Business Solutions,"Hybrid - Madurai, Chennai, Coimbatore",5-12 Lacs PA,"Bonus: Experience in R&D, Math, and Statistics is a plus!",2-5 Yrs,"Education
UG: Any Graduate",['Not Mentioned']
Not Mentioned,Tiger Analytics,"Hybrid - Hyderabad, Chennai, Bengaluru",15-25 Lacs PA,Experience in devising creative analytical approaches to solve business problems Develo...,6-10 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Pyspark', 'MLops', 'GCP', 'Machine Learning Algorithms', 'Machine Learning', 'AWS', 'azure']"
Not Mentioned,Cloudsek Information Security,Bengaluru,Not disclosed,"Basic hands-on experience in databases like Elasticsearch, MongoDB, VectorDBs, etc . St...",0-2 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Supply chain', 'Automation', 'Version control', 'GIT', 'Artificial Intelligence', 'Machine learning', 'Data processing', 'MongoDB', 'Monitoring', 'Python']"
Not Mentioned,Brainlabs Digital,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,". We are looking for an experienced Machine Learning Engineer to join our team, with 4-...",5-8 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Digital media', 'Civil', 'data science', 'Cloud Services', 'Machine learning', 'Cloud', 'Infrastructure', 'Management', 'Open source', 'AWS']"
Not Mentioned,Brainlabs Group Of Companies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,". We are looking for an experienced Machine Learning Engineer to join our team, with 4-...",5-8 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Digital media', 'Civil', 'data science', 'Cloud Services', 'Machine learning', 'Cloud', 'Management', 'Open source', 'AWS']"
Not Mentioned,Motive,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,   Who we are:    Motive empowers the people who run physical operations with tools to ...,1-4 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'Computer vision', 'deep learning', 'C++', 'Backend', 'Machine learning', 'Manager Technology', 'Robotics', 'Python', 'Logistics']"
Not Mentioned,Not Mentioned,Hyderabad,Not disclosed,"Major responsibilities- Use Machine Learning, Deep Learning, Reinforcement Learning, st...",8-12 Yrs,"Education
UG: Any Graduate
PG: CS in Any Specialization
Doctorate: Ph.D/Doctorate in Any Specialization","['Unix', 'Java', 'C++', 'Linux', 'Project Management', 'PhD', 'Python', 'SQL']"
Not Mentioned,Inmobi,Bengaluru,Not disclosed,"Bachelors degree in Computer Science, Data Science, Machine Learning, Statistics, or a ...",3-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'Basic', 'NoSQL', 'Data management', 'Machine learning', 'Hypothesis Testing', 'Weaving', 'Statistics', 'SQL', 'Python']"
Not Mentioned,Not Mentioned,Remote,Not disclosed,ETL Tools: Experience with Beam architecture and other ETL tools for large-scale data w...,5-10 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Airflow', 'Hadoop', 'Data Bricks', 'Hive', 'SCALA', 'Data Flow', 'Spark', 'ETL']"
Not Mentioned,Visionyle Solutions,Bengaluru,Not disclosed,Bachelors with 9+ years or Masters with 7+ years of experience in Data Science and ML (...,9-12 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate
Doctorate: Doctorate Not Required","['CNN', 'LLMs', 'LSTMS', 'DL', 'MLP', 'RNN', 'Gradient Boosting', 'AWS SageMaker', 'Forest']"
Not Mentioned,Verve,"Hybrid - Pune, Bengaluru",Not disclosed,A postgraduate degree in a relevant quantitative field (e.gStrong application and ML de...,5-10 Yrs,"Education
PG: MS/M.Sc(Science) in Any Specialization","['Data Science', 'Real Time Algorithms', 'ML systems', 'Ml Algorithms', 'Python']"
Not Mentioned,Not Mentioned,Bengaluru,Not disclosed,Experience working with A / B experiments .  5+ years of prior relevant experience . An...,3-7 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Analytical skills', 'Work management', 'DOM', 'Networking', 'Machine learning', 'Web development', 'Javascript', 'Analytics', 'Recruitment']"
Not Mentioned,Not Mentioned,Gurugram,Not disclosed,"Experience with CI / CD tools like GitHub Actions, Jenkins etcContribute to building an...",3-6 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Manager Quality Assurance', 'Front end', 'Version control', 'Architecture', 'GCP', 'Machine learning', 'Agile', 'Distribution system', 'Python', 'Technical documentation']"
Not Mentioned,Not Mentioned,Bengaluru,Not disclosed,"Masters or PhDs only . - Experience with object detection, tracking, classification, re...",3-6 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any Specialization
PG: Any Postgraduate
Doctorate: Doctorate Not Required","['Video Editing', 'C++', 'C', 'Image Processing', 'Machine Learning', 'PhD', 'Algorithm']"
Not Mentioned,Glance,Bengaluru,Not disclosed,Or Bachelors with additional experienceExcellent technical and business communication s...,3-6 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Cloud computing', 'Product engineering', 'Machine learning', 'Conceptualization', 'Agile', 'Product design', 'Analytics', 'Python', 'Android']"
Not Mentioned,avataar.ai,Bengaluru,Not disclosed,"    As an Applied ML Engineer, you will be developing product features leveraging the l...",6-9 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Machine learning', 'Deployment']"
Not Mentioned,Xcellence It,Surat,Not disclosed,"Bachelor s or Master s degree in Computer Science, Machine Learning, Artificial Intelli...",2-6 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'Cloud computing', 'Data analysis', 'data science', 'GCP', 'Artificial Intelligence', 'Machine learning', 'Natural language processing', 'Research', 'Python']"
Not Mentioned,Innowise,Pune,Not disclosed,Very strong willingness and ability to learn autonomously and together with the team (e...,2 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Data analysis', 'data science', 'KPI', 'Artificial Intelligence', 'Project management', 'Machine learning', 'Manager Technology', 'Business case', 'Robotics', 'Python']"
Not Mentioned,Feynn Labs,Remote,"5,000/month",Not Mentioned,Not Mentioned,"Education
UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization","['pandas', 'R', 'scikit-learn', 'Data Analysis', 'Numpy']"
Not Mentioned,Cloud Counselage,Hyderabad,Unpaid,Not Mentioned,Not Mentioned,"Education
UG: Any Graduate
PG: Any Postgraduate","['Supervisor', 'CVS', 'Technical management', 'MIN', 'Machine learning', 'Cloud', 'HTTP', 'Application software', 'Internship', 'Supervision']"
Not Mentioned,Not Mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,"Qualifications: . 4+ years of experience in AI / ML, with a strong understanding of mac...",4-6 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer vision', 'deep learning', 'Machine learning', 'Cloud', 'Deployment', 'Mentor', 'Natural language processing', 'Research', 'Monitoring']"
Not Mentioned,Pepsico,Hyderabad,Not disclosed,"Having extensive industry experience with Infrastructure such as Code (Terraform), orch...",5-9 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","['Kubeflow', 'Azure', 'PyTorch', 'GCP', 'scikit-learn', 'MLflow', 'Prometheus', 'Grafana', 'AWS', 'TensorFlow']"
Not Mentioned,Biz-metric India,"Mumbai, Chandigarh, Pune, Gurugram, Bengaluru",Not disclosed, Bangalore / Gurgaon / Pune / Mumbai / Chandigarh  Machine Learning Engineer (Azure + D...,3-8 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer vision', 'Automation', 'Image processing', 'Coding', 'Artificial Intelligence', 'Machine learning', 'Data collection', 'Natural language processing', 'Analytics', 'Python']"
Not Mentioned,ePaisa,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,. Stay up to date with the latest advancements in AI and machine learning research to c...,2-4 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'deep learning', 'Usage', 'Neural networks', 'Service industry', 'Machine learning', 'Natural language processing', 'Research', 'AWS', 'Python']"
